,time,Country,ISO,tavg,Month,Year,Heatwave
6210,2008-01-01,United Kingdom,GBR,4.95,January,2008,0.0
6211,2008-02-01,United Kingdom,GBR,5.825,February,2008,0.0
6212,2008-03-01,United Kingdom,GBR,4.4750000000000005,March,2008,0.0
6213,2008-04-01,United Kingdom,GBR,6.475,April,2008,0.0
6214,2008-05-01,United Kingdom,GBR,9.925,May,2008,0.0
6215,2008-06-01,United Kingdom,GBR,10.875,June,2008,0.0
6216,2008-07-01,United Kingdom,GBR,13.225,July,2008,0.0
6217,2008-08-01,United Kingdom,GBR,13.55,August,2008,0.0
6218,2008-09-01,United Kingdom,GBR,12.15,September,2008,0.0
6219,2008-10-01,United Kingdom,GBR,8.133333333333335,October,2008,0.0
6220,2008-11-01,United Kingdom,GBR,6.575,November,2008,0.0
6221,2008-12-01,United Kingdom,GBR,5.35,December,2008,0.0
6222,2009-01-01,United Kingdom,GBR,5.325,January,2009,0.0
6223,2009-02-01,United Kingdom,GBR,4.575,February,2009,0.0
6224,2009-03-01,United Kingdom,GBR,6.05,March,2009,0.0
6225,2009-04-01,United Kingdom,GBR,8.100000000000001,April,2009,0.0
6226,2009-05-01,United Kingdom,GBR,9.55,May,2009,0.0
6227,2009-06-01,United Kingdom,GBR,11.325,June,2009,0.0
6228,2009-07-01,United Kingdom,GBR,13.75,July,2009,0.0
6229,2009-08-01,United Kingdom,GBR,13.700000000000001,August,2009,0.0
6230,2009-09-01,United Kingdom,GBR,12.225,September,2009,0.0
6231,2009-10-01,United Kingdom,GBR,9.475,October,2009,0.0
6232,2009-11-01,United Kingdom,GBR,7.75,November,2009,0.0
6233,2009-12-01,United Kingdom,GBR,4.75,December,2009,0.0
6234,2010-01-01,United Kingdom,GBR,3.55,January,2010,0.0
6235,2010-02-01,United Kingdom,GBR,2.675,February,2010,0.0
6236,2010-03-01,United Kingdom,GBR,5.625,March,2010,0.0
6237,2010-04-01,United Kingdom,GBR,6.7,April,2010,0.0
6238,2010-05-01,United Kingdom,GBR,8.0,May,2010,0.0
6239,2010-06-01,United Kingdom,GBR,11.45,June,2010,0.0
6240,2010-07-01,United Kingdom,GBR,12.925,July,2010,0.0
6241,2010-08-01,United Kingdom,GBR,12.600000000000001,August,2010,0.0
6242,2010-09-01,United Kingdom,GBR,11.425,September,2010,0.0
6243,2010-10-01,United Kingdom,GBR,9.2,October,2010,0.0
6244,2010-11-01,United Kingdom,GBR,4.8,November,2010,0.0
6245,2010-12-01,United Kingdom,GBR,2.3499999999999996,December,2010,0.0
6246,2011-01-01,United Kingdom,GBR,4.65,January,2011,0.0
6247,2011-02-01,United Kingdom,GBR,5.275,February,2011,0.0
6248,2011-03-01,United Kingdom,GBR,5.5,March,2011,0.0
6249,2011-04-01,United Kingdom,GBR,8.95,April,2011,0.0
6250,2011-05-01,United Kingdom,GBR,9.5,May,2011,0.0
6251,2011-06-01,United Kingdom,GBR,10.825,June,2011,0.0
6252,2011-07-01,United Kingdom,GBR,12.325,July,2011,0.0
6253,2011-08-01,United Kingdom,GBR,12.4,August,2011,0.0
6254,2011-09-01,United Kingdom,GBR,12.075,September,2011,0.0
6255,2011-10-01,United Kingdom,GBR,9.633333333333333,October,2011,0.0
6256,2011-11-01,United Kingdom,GBR,9.575,November,2011,0.0
6257,2011-12-01,United Kingdom,GBR,4.199999999999999,December,2011,0.0
6258,2012-01-01,United Kingdom,GBR,4.533333333333333,January,2012,0.0
6259,2012-02-01,United Kingdom,GBR,5.8999999999999995,February,2012,0.0
6260,2012-03-01,United Kingdom,GBR,7.633333333333334,March,2012,0.0
6261,2012-04-01,United Kingdom,GBR,5.733333333333333,April,2012,0.0
6262,2012-05-01,United Kingdom,GBR,7.933333333333334,May,2012,0.0
6263,2012-06-01,United Kingdom,GBR,10.066666666666668,June,2012,0.0
6264,2012-07-01,United Kingdom,GBR,12.0,July,2012,0.0
6265,2012-08-01,United Kingdom,GBR,13.266666666666666,August,2012,0.0
6266,2012-09-01,United Kingdom,GBR,10.700000000000001,September,2012,0.0
6267,2012-10-01,United Kingdom,GBR,7.566666666666666,October,2012,0.0
6268,2012-11-01,United Kingdom,GBR,6.133333333333333,November,2012,0.0
6269,2012-12-01,United Kingdom,GBR,3.8333333333333335,December,2012,0.0
6270,2013-01-01,United Kingdom,GBR,4.3999999999999995,January,2013,1.0
6271,2013-02-01,United Kingdom,GBR,3.933333333333333,February,2013,1.0
6272,2013-03-01,United Kingdom,GBR,3.3666666666666667,March,2013,1.0
6273,2013-04-01,United Kingdom,GBR,5.3999999999999995,April,2013,1.0
6274,2013-05-01,United Kingdom,GBR,8.166666666666666,May,2013,1.0
6275,2013-06-01,United Kingdom,GBR,11.233333333333334,June,2013,1.0
6276,2013-07-01,United Kingdom,GBR,13.833333333333334,July,2013,1.0
6277,2013-08-01,United Kingdom,GBR,13.433333333333332,August,2013,1.0
6278,2013-09-01,United Kingdom,GBR,11.366666666666665,September,2013,1.0
6279,2013-10-01,United Kingdom,GBR,9.9,October,2013,1.0
6280,2013-11-01,United Kingdom,GBR,6.166666666666667,November,2013,1.0
6281,2013-12-01,United Kingdom,GBR,5.833333333333333,December,2013,1.0
6282,2014-01-01,United Kingdom,GBR,5.233333333333333,January,2014,0.0
6283,2014-02-01,United Kingdom,GBR,5.475,February,2014,0.0
6284,2014-03-01,United Kingdom,GBR,6.5,March,2014,0.0
6285,2014-04-01,United Kingdom,GBR,7.900000000000001,April,2014,0.0
6286,2014-05-01,United Kingdom,GBR,9.433333333333332,May,2014,0.0
6287,2014-06-01,United Kingdom,GBR,12.433333333333332,June,2014,0.0
6288,2014-07-01,United Kingdom,GBR,14.233333333333334,July,2014,0.0
6289,2014-08-01,United Kingdom,GBR,13.0,August,2014,0.0
6290,2014-09-01,United Kingdom,GBR,12.533333333333333,September,2014,0.0
6291,2014-10-01,United Kingdom,GBR,9.833333333333334,October,2014,0.0
6292,2014-11-01,United Kingdom,GBR,8.4,November,2014,0.0
6293,2014-12-01,United Kingdom,GBR,4.6000000000000005,December,2014,0.0
6294,2015-01-01,United Kingdom,GBR,4.466666666666666,January,2015,0.0
6295,2015-02-01,United Kingdom,GBR,5.1000000000000005,February,2015,0.0
6296,2015-03-01,United Kingdom,GBR,5.466666666666666,March,2015,0.0
6297,2015-04-01,United Kingdom,GBR,6.633333333333333,April,2015,0.0
6298,2015-05-01,United Kingdom,GBR,7.766666666666666,May,2015,0.0
6299,2015-06-01,United Kingdom,GBR,10.166666666666666,June,2015,0.0
6300,2015-07-01,United Kingdom,GBR,11.800000000000002,July,2015,0.0
6301,2015-08-01,United Kingdom,GBR,13.266666666666666,August,2015,0.0
6302,2015-09-01,United Kingdom,GBR,11.575,September,2015,0.0
6303,2015-10-01,United Kingdom,GBR,10.940000000000001,October,2015,0.0
6304,2015-11-01,United Kingdom,GBR,7.5200000000000005,November,2015,0.0
6305,2015-12-01,United Kingdom,GBR,6.8428571428571425,December,2015,0.0
6306,2016-01-01,United Kingdom,GBR,4.720000000000001,January,2016,0.0
6307,2016-02-01,United Kingdom,GBR,4.05,February,2016,0.0
6308,2016-03-01,United Kingdom,GBR,6.125,March,2016,0.0
6309,2016-04-01,United Kingdom,GBR,6.066666666666666,April,2016,0.0
6310,2016-05-01,United Kingdom,GBR,9.3,May,2016,0.0
6311,2016-06-01,United Kingdom,GBR,11.64,June,2016,0.0
6312,2016-07-01,United Kingdom,GBR,13.1,July,2016,0.0
6313,2016-08-01,United Kingdom,GBR,13.45,August,2016,0.0
6314,2016-09-01,United Kingdom,GBR,12.85,September,2016,0.0
6315,2016-10-01,United Kingdom,GBR,9.78,October,2016,0.0
6316,2016-11-01,United Kingdom,GBR,6.133333333333333,November,2016,0.0
6317,2016-12-01,United Kingdom,GBR,7.5,December,2016,0.0
6318,2017-01-01,United Kingdom,GBR,6.05,January,2017,0.0
6319,2017-02-01,United Kingdom,GBR,5.4399999999999995,February,2017,0.0
6320,2017-03-01,United Kingdom,GBR,6.333333333333333,March,2017,0.0
6321,2017-04-01,United Kingdom,GBR,7.1000000000000005,April,2017,0.0
6322,2017-05-01,United Kingdom,GBR,9.666666666666666,May,2017,0.0
6323,2017-06-01,United Kingdom,GBR,12.125,June,2017,0.0
6324,2017-07-01,United Kingdom,GBR,13.2,July,2017,0.0
6325,2017-08-01,United Kingdom,GBR,13.34,August,2017,0.0
6326,2017-09-01,United Kingdom,GBR,12.225,September,2017,0.0
6327,2017-10-01,United Kingdom,GBR,10.559999999999999,October,2017,0.0
6328,2017-11-01,United Kingdom,GBR,5.666666666666667,November,2017,0.0
6329,2017-12-01,United Kingdom,GBR,5.033333333333333,December,2017,0.0
6330,2018-01-01,United Kingdom,GBR,3.55,January,2018,1.0
6331,2018-02-01,United Kingdom,GBR,3.75,February,2018,1.0
6332,2018-03-01,United Kingdom,GBR,3.633333333333333,March,2018,1.0
6333,2018-04-01,United Kingdom,GBR,6.75,April,2018,1.0
6334,2018-05-01,United Kingdom,GBR,10.2,May,2018,1.0
6335,2018-06-01,United Kingdom,GBR,11.525,June,2018,1.0
6336,2018-07-01,United Kingdom,GBR,14.419999999999998,July,2018,1.0
6337,2018-08-01,United Kingdom,GBR,11.716666666666667,August,2018,1.0
6338,2018-09-01,United Kingdom,GBR,9.757142857142856,September,2018,1.0
6339,2018-10-01,United Kingdom,GBR,7.816666666666666,October,2018,1.0
6340,2018-11-01,United Kingdom,GBR,7.0875,November,2018,1.0
6341,2018-12-01,United Kingdom,GBR,4.783333333333334,December,2018,1.0
6342,2019-01-01,United Kingdom,GBR,2.9333333333333336,January,2019,1.0
6343,2019-01-01,United Kingdom,GBR,2.9333333333333336,January,2019,1.0
6344,2019-02-01,United Kingdom,GBR,5.757142857142857,February,2019,1.0
6345,2019-02-01,United Kingdom,GBR,5.757142857142857,February,2019,1.0
6346,2019-03-01,United Kingdom,GBR,6.033333333333334,March,2019,1.0
6347,2019-03-01,United Kingdom,GBR,6.033333333333334,March,2019,1.0
6348,2019-04-01,United Kingdom,GBR,7.5857142857142845,April,2019,1.0
6349,2019-04-01,United Kingdom,GBR,7.5857142857142845,April,2019,1.0
6350,2019-05-01,United Kingdom,GBR,7.016666666666667,May,2019,1.0
6351,2019-05-01,United Kingdom,GBR,7.016666666666667,May,2019,1.0
6352,2019-06-01,United Kingdom,GBR,10.514285714285714,June,2019,1.0
6353,2019-06-01,United Kingdom,GBR,10.514285714285714,June,2019,1.0
6354,2019-07-01,United Kingdom,GBR,13.516666666666666,July,2019,1.0
6355,2019-07-01,United Kingdom,GBR,13.516666666666666,July,2019,1.0
6356,2019-08-01,United Kingdom,GBR,12.971428571428572,August,2019,1.0
6357,2019-08-01,United Kingdom,GBR,12.971428571428572,August,2019,1.0
6358,2019-09-01,United Kingdom,GBR,10.928571428571429,September,2019,1.0
6359,2019-09-01,United Kingdom,GBR,10.928571428571429,September,2019,1.0
6360,2019-10-01,United Kingdom,GBR,6.983333333333333,October,2019,1.0
6361,2019-10-01,United Kingdom,GBR,6.983333333333333,October,2019,1.0
6362,2019-11-01,United Kingdom,GBR,4.014285714285714,November,2019,1.0
6363,2019-11-01,United Kingdom,GBR,4.014285714285714,November,2019,1.0
6364,2019-12-01,United Kingdom,GBR,4.166666666666667,December,2019,1.0
6365,2019-12-01,United Kingdom,GBR,4.166666666666667,December,2019,1.0
6366,2020-01-01,United Kingdom,GBR,4.833333333333333,January,2020,1.0
6367,2020-02-01,United Kingdom,GBR,3.2714285714285714,February,2020,1.0
6368,2020-03-01,United Kingdom,GBR,5.266666666666667,March,2020,1.0
6369,2020-04-01,United Kingdom,GBR,6.385714285714286,April,2020,1.0
6370,2020-05-01,United Kingdom,GBR,8.4,May,2020,1.0
6371,2020-06-01,United Kingdom,GBR,11.416666666666666,June,2020,1.0
6372,2020-07-01,United Kingdom,GBR,11.299999999999999,July,2020,1.0
6373,2020-08-01,United Kingdom,GBR,12.5,August,2020,1.0
6374,2020-09-01,United Kingdom,GBR,10.642857142857142,September,2020,1.0
6375,2020-10-01,United Kingdom,GBR,7.785714285714286,October,2020,1.0
6376,2020-11-01,United Kingdom,GBR,6.9,November,2020,1.0
6377,2020-12-01,United Kingdom,GBR,3.8000000000000003,December,2020,1.0
6378,2021-01-01,United Kingdom,GBR,1.6875000000000002,January,2021,0.0
6379,2021-02-01,United Kingdom,GBR,3.0124999999999997,February,2021,0.0
6380,2021-03-01,United Kingdom,GBR,6.333333333333333,March,2021,0.0
6381,2021-04-01,United Kingdom,GBR,4.475,April,2021,0.0
6382,2021-05-01,United Kingdom,GBR,7.0375,May,2021,0.0
6383,2021-06-01,United Kingdom,GBR,11.4375,June,2021,0.0
6384,2021-07-01,United Kingdom,GBR,13.725,July,2021,0.0
6385,2021-08-01,United Kingdom,GBR,13.05,August,2021,0.0
6386,2021-09-01,United Kingdom,GBR,12.4,September,2021,0.0
6387,2021-10-01,United Kingdom,GBR,9.1,October,2021,0.0
6388,2021-11-01,United Kingdom,GBR,6.7125,November,2021,0.0
6389,2021-12-01,United Kingdom,GBR,4.4375,December,2021,0.0
6390,1990-01-01,Czechia,CZE,-1.2,January,1990,0.0
6391,1990-02-01,Czechia,CZE,2.9250000000000003,February,1990,0.0
6392,1990-03-01,Czechia,CZE,5.1,March,1990,0.0
6393,1990-04-01,Czechia,CZE,5.375,April,1990,0.0
6394,1990-05-01,Czechia,CZE,12.825,May,1990,0.0
6395,1990-06-01,Czechia,CZE,14.1,June,1990,0.0
6396,1990-07-01,Czechia,CZE,15.933333333333332,July,1990,0.0
6397,1990-08-01,Czechia,CZE,17.4,August,1990,0.0
6398,1990-09-01,Czechia,CZE,9.675,September,1990,0.0
6399,1990-10-01,Czechia,CZE,7.449999999999999,October,1990,0.0
6400,1990-11-01,Czechia,CZE,2.125,November,1990,0.0
6401,1990-12-01,Czechia,CZE,-2.575,December,1990,0.0
6402,1991-01-01,Czechia,CZE,-0.875,January,1991,0.0
6403,1991-02-01,Czechia,CZE,-5.175,February,1991,0.0
6404,1991-03-01,Czechia,CZE,4.233333333333333,March,1991,0.0
6405,1991-04-01,Czechia,CZE,5.300000000000001,April,1991,0.0
6406,1991-05-01,Czechia,CZE,7.525,May,1991,0.0
6407,1991-06-01,Czechia,CZE,12.475,June,1991,0.0
6408,1991-07-01,Czechia,CZE,18.9,July,1991,0.0
6409,1991-08-01,Czechia,CZE,16.275,August,1991,0.0
6410,1991-09-01,Czechia,CZE,13.025,September,1991,0.0
6411,1991-10-01,Czechia,CZE,6.233333333333333,October,1991,0.0
6412,1991-11-01,Czechia,CZE,1.5999999999999999,November,1991,0.0
6413,1991-12-01,Czechia,CZE,-2.15,December,1991,0.0
6414,1992-01-01,Czechia,CZE,-1.125,January,1992,0.0
6415,1992-02-01,Czechia,CZE,0.475,February,1992,0.0
6416,1992-03-01,Czechia,CZE,2.275,March,1992,0.0
6417,1992-04-01,Czechia,CZE,5.95,April,1992,0.0
6418,1992-05-01,Czechia,CZE,12.85,May,1992,0.0
6419,1992-06-01,Czechia,CZE,15.600000000000001,June,1992,0.0
6420,1992-07-01,Czechia,CZE,17.225,July,1992,0.0
6421,1992-08-01,Czechia,CZE,19.05,August,1992,0.0
6422,1992-09-01,Czechia,CZE,12.266666666666666,September,1992,0.0
6423,1992-10-01,Czechia,CZE,4.925,October,1992,0.0
6424,1992-11-01,Czechia,CZE,2.475,November,1992,0.0
6425,1992-12-01,Czechia,CZE,-2.15,December,1992,0.0
6426,1993-01-01,Czechia,CZE,-0.45,January,1993,0.0
6427,1993-02-01,Czechia,CZE,-3.5666666666666664,February,1993,0.0
6428,1993-03-01,Czechia,CZE,1.1749999999999998,March,1993,0.0
6429,1993-04-01,Czechia,CZE,8.375,April,1993,0.0
6430,1993-05-01,Czechia,CZE,14.266666666666666,May,1993,0.0
6431,1993-06-01,Czechia,CZE,14.733333333333334,June,1993,0.0
6432,1993-07-01,Czechia,CZE,15.266666666666666,July,1993,0.0
6433,1993-08-01,Czechia,CZE,15.9,August,1993,0.0
6434,1993-09-01,Czechia,CZE,11.133333333333333,September,1993,0.0
6435,1993-10-01,Czechia,CZE,6.266666666666667,October,1993,0.0
6436,1993-11-01,Czechia,CZE,-0.5,November,1993,0.0
6437,1993-12-01,Czechia,CZE,1.2,December,1993,0.0
6438,1994-01-01,Czechia,CZE,1.5,January,1994,0.0
6439,1994-02-01,Czechia,CZE,-1.5333333333333332,February,1994,0.0
6440,1994-03-01,Czechia,CZE,5.0,March,1994,0.0
6441,1994-04-01,Czechia,CZE,6.433333333333334,April,1994,0.0
6442,1994-05-01,Czechia,CZE,11.633333333333333,May,1994,0.0
6443,1994-06-01,Czechia,CZE,15.433333333333332,June,1994,0.0
6444,1994-07-01,Czechia,CZE,20.7,July,1994,0.0
6445,1994-08-01,Czechia,CZE,17.166666666666668,August,1994,0.0
6446,1994-09-01,Czechia,CZE,13.05,September,1994,0.0
6447,1994-10-01,Czechia,CZE,5.8,October,1994,0.0
6448,1994-11-01,Czechia,CZE,5.066666666666666,November,1994,0.0
6449,1994-12-01,Czechia,CZE,0.9666666666666667,December,1994,0.0
6450,1995-01-01,Czechia,CZE,-2.6999999999999997,January,1995,0.0
6451,1995-02-01,Czechia,CZE,2.533333333333333,February,1995,0.0
6452,1995-03-01,Czechia,CZE,1.3666666666666665,March,1995,0.0
6453,1995-04-01,Czechia,CZE,8.0,April,1995,0.0
6454,1995-05-01,Czechia,CZE,11.6,May,1995,0.0
6455,1995-06-01,Czechia,CZE,13.200000000000001,June,1995,0.0
6456,1995-07-01,Czechia,CZE,19.3,July,1995,0.0
6457,1995-08-01,Czechia,CZE,16.866666666666667,August,1995,0.0
6458,1995-09-01,Czechia,CZE,11.85,September,1995,0.0
6459,1995-10-01,Czechia,CZE,9.700000000000001,October,1995,0.0
6460,1995-11-01,Czechia,CZE,0.3,November,1995,0.0
6461,1995-12-01,Czechia,CZE,-2.9,December,1995,0.0
6462,1996-01-01,Czechia,CZE,-5.266666666666667,January,1996,0.0
6463,1996-02-01,Czechia,CZE,-4.733333333333333,February,1996,0.0
6464,1996-03-01,Czechia,CZE,-1.2333333333333334,March,1996,0.0
6465,1996-04-01,Czechia,CZE,7.166666666666667,April,1996,0.0
6466,1996-05-01,Czechia,CZE,10.866666666666667,May,1996,0.0
6467,1996-06-01,Czechia,CZE,15.233333333333334,June,1996,0.0
6468,1996-07-01,Czechia,CZE,14.733333333333334,July,1996,0.0
6469,1996-08-01,Czechia,CZE,15.766666666666666,August,1996,0.0
6470,1996-09-01,Czechia,CZE,9.299999999999999,September,1996,0.0
6471,1996-10-01,Czechia,CZE,8.4,October,1996,0.0
6472,1996-11-01,Czechia,CZE,2.966666666666667,November,1996,0.0
6473,1996-12-01,Czechia,CZE,-5.266666666666667,December,1996,0.0
6474,1997-01-01,Czechia,CZE,-4.8,January,1997,0.0
6475,1997-02-01,Czechia,CZE,1.6333333333333335,February,1997,0.0
6476,1997-03-01,Czechia,CZE,4.1000000000000005,March,1997,0.0
6477,1997-04-01,Czechia,CZE,4.466666666666666,April,1997,0.0
6478,1997-05-01,Czechia,CZE,12.133333333333333,May,1997,0.0
6479,1997-06-01,Czechia,CZE,14.566666666666668,June,1997,0.0
6480,1997-07-01,Czechia,CZE,15.6,July,1997,0.0
6481,1997-08-01,Czechia,CZE,18.0,August,1997,0.0
6482,1997-09-01,Czechia,CZE,12.766666666666666,September,1997,0.0
6483,1997-10-01,Czechia,CZE,5.566666666666667,October,1997,0.0
6484,1997-11-01,Czechia,CZE,1.8666666666666665,November,1997,0.0
6485,1997-12-01,Czechia,CZE,-0.06666666666666665,December,1997,0.0
6486,1998-01-01,Czechia,CZE,-0.3666666666666667,January,1998,0.0
6487,1998-02-01,Czechia,CZE,1.825,February,1998,0.0
6488,1998-03-01,Czechia,CZE,1.925,March,1998,0.0
6489,1998-04-01,Czechia,CZE,7.833333333333333,April,1998,0.0
6490,1998-05-01,Czechia,CZE,12.45,May,1998,0.0
6491,1998-06-01,Czechia,CZE,15.425,June,1998,0.0
6492,1998-07-01,Czechia,CZE,15.125,July,1998,0.0
6493,1998-08-01,Czechia,CZE,15.766666666666666,August,1998,0.0
6494,1998-09-01,Czechia,CZE,11.2,September,1998,0.0
6495,1998-10-01,Czechia,CZE,6.875,October,1998,0.0
6496,1998-11-01,Czechia,CZE,-0.7500000000000001,November,1998,0.0
6497,1998-12-01,Czechia,CZE,-1.95,December,1998,0.0
6498,1999-01-01,Czechia,CZE,-0.95,January,1999,0.0
6499,1999-02-01,Czechia,CZE,-2.725,February,1999,0.0
6500,1999-03-01,Czechia,CZE,3.35,March,1999,0.0
6501,1999-04-01,Czechia,CZE,7.275,April,1999,0.0
6502,1999-05-01,Czechia,CZE,12.375,May,1999,0.0
6503,1999-06-01,Czechia,CZE,13.6,June,1999,0.0
6504,1999-07-01,Czechia,CZE,17.4,July,1999,0.0
6505,1999-08-01,Czechia,CZE,15.875,August,1999,0.0
6506,1999-09-01,Czechia,CZE,15.425,September,1999,0.0
6507,1999-10-01,Czechia,CZE,6.7,October,1999,0.0
6508,1999-11-01,Czechia,CZE,0.7,November,1999,0.0
6509,1999-12-01,Czechia,CZE,-0.975,December,1999,0.0
6510,2000-01-01,Czechia,CZE,-2.625,January,2000,0.0
6511,2000-02-01,Czechia,CZE,1.3,February,2000,0.0
6512,2000-03-01,Czechia,CZE,2.7,March,2000,0.0
6513,2000-04-01,Czechia,CZE,9.275,April,2000,0.0
6514,2000-05-01,Czechia,CZE,13.7,May,2000,0.0
6515,2000-06-01,Czechia,CZE,16.275,June,2000,0.0
6516,2000-07-01,Czechia,CZE,13.825,July,2000,0.0
6517,2000-08-01,Czechia,CZE,17.325,August,2000,0.0
6518,2000-09-01,Czechia,CZE,12.0,September,2000,0.0
6519,2000-10-01,Czechia,CZE,8.940000000000001,October,2000,0.0
6520,2000-11-01,Czechia,CZE,3.55,November,2000,0.0
6521,2000-12-01,Czechia,CZE,-0.375,December,2000,0.0
6522,2001-01-01,Czechia,CZE,-2.6500000000000004,January,2001,0.0
6523,2001-02-01,Czechia,CZE,-0.22000000000000003,February,2001,0.0
6524,2001-03-01,Czechia,CZE,2.175,March,2001,0.0
6525,2001-04-01,Czechia,CZE,5.15,April,2001,0.0
6526,2001-05-01,Czechia,CZE,12.975,May,2001,0.0
6527,2001-06-01,Czechia,CZE,12.55,June,2001,0.0
6528,2001-07-01,Czechia,CZE,16.475,July,2001,0.0
6529,2001-08-01,Czechia,CZE,16.9,August,2001,0.0
6530,2001-09-01,Czechia,CZE,9.8,September,2001,0.0
6531,2001-10-01,Czechia,CZE,10.875,October,2001,0.0
6532,2001-11-01,Czechia,CZE,1.15,November,2001,0.0
6533,2001-12-01,Czechia,CZE,-3.3499999999999996,December,2001,0.0
6534,2002-01-01,Czechia,CZE,-1.55,January,2002,0.0
6535,2002-02-01,Czechia,CZE,2.575,February,2002,0.0
6536,2002-03-01,Czechia,CZE,3.2,March,2002,0.0
6537,2002-04-01,Czechia,CZE,6.15,April,2002,0.0
6538,2002-05-01,Czechia,CZE,13.225,May,2002,0.0
6539,2002-06-01,Czechia,CZE,16.375,June,2002,0.0
6540,2002-07-01,Czechia,CZE,16.75,July,2002,0.0
6541,2002-08-01,Czechia,CZE,17.375,August,2002,0.0
6542,2002-09-01,Czechia,CZE,10.85,September,2002,0.0
6543,2002-10-01,Czechia,CZE,5.85,October,2002,0.0
6544,2002-11-01,Czechia,CZE,3.075,November,2002,0.0
6545,2002-12-01,Czechia,CZE,-2.925,December,2002,0.0
6546,2003-01-01,Czechia,CZE,-3.15,January,2003,1.0
6547,2003-02-01,Czechia,CZE,-4.85,February,2003,1.0
6548,2003-03-01,Czechia,CZE,3.575,March,2003,1.0
6549,2003-04-01,Czechia,CZE,6.4,April,2003,1.0
6550,2003-05-01,Czechia,CZE,13.6,May,2003,1.0
6551,2003-06-01,Czechia,CZE,18.75,June,2003,1.0
6552,2003-07-01,Czechia,CZE,17.5,July,2003,1.0
6553,2003-08-01,Czechia,CZE,20.075,August,2003,1.0
6554,2003-09-01,Czechia,CZE,13.05,September,2003,1.0
6555,2003-10-01,Czechia,CZE,3.7249999999999996,October,2003,1.0
6556,2003-11-01,Czechia,CZE,3.35,November,2003,1.0
6557,2003-12-01,Czechia,CZE,-1.25,December,2003,1.0
6558,2004-01-01,Czechia,CZE,-3.8,January,2004,0.0
6559,2004-02-01,Czechia,CZE,0.12499999999999994,February,2004,0.0
6560,2004-03-01,Czechia,CZE,1.7000000000000002,March,2004,0.0
6561,2004-04-01,Czechia,CZE,7.62,April,2004,0.0
6562,2004-05-01,Czechia,CZE,10.15,May,2004,0.0
6563,2004-06-01,Czechia,CZE,14.325,June,2004,0.0
6564,2004-07-01,Czechia,CZE,15.925,July,2004,0.0
6565,2004-08-01,Czechia,CZE,17.025,August,2004,0.0
6566,2004-09-01,Czechia,CZE,12.175,September,2004,0.0
6567,2004-10-01,Czechia,CZE,8.025,October,2004,0.0
6568,2004-11-01,Czechia,CZE,2.2,November,2004,0.0
6569,2004-12-01,Czechia,CZE,-1.85,December,2004,0.0
6570,2005-01-01,Czechia,CZE,-0.8400000000000001,January,2005,0.0
6571,2005-02-01,Czechia,CZE,-4.18,February,2005,0.0
6572,2005-03-01,Czechia,CZE,0.95,March,2005,0.0
6573,2005-04-01,Czechia,CZE,8.2,April,2005,0.0
6574,2005-05-01,Czechia,CZE,12.1,May,2005,0.0
6575,2005-06-01,Czechia,CZE,15.3,June,2005,0.0
6576,2005-07-01,Czechia,CZE,16.925,July,2005,0.0
6577,2005-08-01,Czechia,CZE,14.675,August,2005,0.0
6578,2005-09-01,Czechia,CZE,13.375,September,2005,0.0
6579,2005-10-01,Czechia,CZE,8.525,October,2005,0.0
6580,2005-11-01,Czechia,CZE,1.2,November,2005,0.0
6581,2005-12-01,Czechia,CZE,-1.925,December,2005,0.0
6582,2006-01-01,Czechia,CZE,-5.5,January,2006,0.0
6583,2006-02-01,Czechia,CZE,-2.9,February,2006,0.0
6584,2006-03-01,Czechia,CZE,-0.4,March,2006,0.0
6585,2006-04-01,Czechia,CZE,6.959999999999999,April,2006,0.0
6586,2006-05-01,Czechia,CZE,11.85,May,2006,0.0
6587,2006-06-01,Czechia,CZE,16.080000000000002,June,2006,0.0
6588,2006-07-01,Czechia,CZE,20.759999999999998,July,2006,0.0
6589,2006-08-01,Czechia,CZE,13.8,August,2006,0.0
6590,2006-09-01,Czechia,CZE,14.975,September,2006,0.0
6591,2006-10-01,Czechia,CZE,9.65,October,2006,0.0
6592,2006-11-01,Czechia,CZE,4.375,November,2006,0.0
6593,2006-12-01,Czechia,CZE,1.65,December,2006,0.0
6594,2007-01-01,Czechia,CZE,2.15,January,2007,0.0
6595,2007-02-01,Czechia,CZE,2.025,February,2007,0.0
6596,2007-03-01,Czechia,CZE,4.275,March,2007,0.0
6597,2007-04-01,Czechia,CZE,10.25,April,2007,0.0
6598,2007-05-01,Czechia,CZE,13.16,May,2007,0.0
6599,2007-06-01,Czechia,CZE,16.5,June,2007,0.0
6600,2007-07-01,Czechia,CZE,16.425,July,2007,0.0
6601,2007-08-01,Czechia,CZE,16.25,August,2007,0.0
6602,2007-09-01,Czechia,CZE,10.45,September,2007,0.0
6603,2007-10-01,Czechia,CZE,6.475,October,2007,0.0
6604,2007-11-01,Czechia,CZE,0.32499999999999996,November,2007,0.0
6605,2007-12-01,Czechia,CZE,-1.24,December,2007,0.0
6606,2008-01-01,Czechia,CZE,0.5,January,2008,0.0
6607,2008-02-01,Czechia,CZE,1.95,February,2008,0.0
6608,2008-03-01,Czechia,CZE,1.925,March,2008,0.0
6609,2008-04-01,Czechia,CZE,6.42,April,2008,0.0
6610,2008-05-01,Czechia,CZE,12.88,May,2008,0.0
