,time,Country,ISO,tavg,Month,Year,Heatwave
6611,2008-06-01,Czechia,CZE,16.575,June,2008,0.0
6612,2008-07-01,Czechia,CZE,16.880000000000003,July,2008,0.0
6613,2008-08-01,Czechia,CZE,16.240000000000002,August,2008,0.0
6614,2008-09-01,Czechia,CZE,10.7,September,2008,0.0
6615,2008-10-01,Czechia,CZE,7.119999999999999,October,2008,0.0
6616,2008-11-01,Czechia,CZE,2.96,November,2008,0.0
6617,2008-12-01,Czechia,CZE,-0.9400000000000001,December,2008,0.0
6618,2009-01-01,Czechia,CZE,-4.975,January,2009,0.0
6619,2009-02-01,Czechia,CZE,-2.225,February,2009,0.0
6620,2009-03-01,Czechia,CZE,1.925,March,2009,0.0
6621,2009-04-01,Czechia,CZE,11.2,April,2009,0.0
6622,2009-05-01,Czechia,CZE,12.3,May,2009,0.0
6623,2009-06-01,Czechia,CZE,13.6,June,2009,0.0
6624,2009-07-01,Czechia,CZE,16.75,July,2009,0.0
6625,2009-08-01,Czechia,CZE,17.6,August,2009,0.0
6626,2009-09-01,Czechia,CZE,13.64,September,2009,0.0
6627,2009-10-01,Czechia,CZE,6.08,October,2009,0.0
6628,2009-11-01,Czechia,CZE,4.720000000000001,November,2009,0.0
6629,2009-12-01,Czechia,CZE,-2.1,December,2009,0.0
6630,2010-01-01,Czechia,CZE,-5.58,January,2010,0.0
6631,2010-02-01,Czechia,CZE,-2.925,February,2010,0.0
6632,2010-03-01,Czechia,CZE,1.8,March,2010,0.0
6633,2010-04-01,Czechia,CZE,7.26,April,2010,0.0
6634,2010-05-01,Czechia,CZE,9.7,May,2010,0.0
6635,2010-06-01,Czechia,CZE,15.666666666666666,June,2010,0.0
6636,2010-07-01,Czechia,CZE,19.225,July,2010,0.0
6637,2010-08-01,Czechia,CZE,15.459999999999999,August,2010,0.0
6638,2010-09-01,Czechia,CZE,10.483333333333333,September,2010,0.0
6639,2010-10-01,Czechia,CZE,5.1,October,2010,0.0
6640,2010-11-01,Czechia,CZE,3.0,November,2010,0.0
6641,2010-12-01,Czechia,CZE,-5.92,December,2010,0.0
6642,2011-01-01,Czechia,CZE,-1.6600000000000001,January,2011,0.0
6643,2011-02-01,Czechia,CZE,-2.62,February,2011,0.0
6644,2011-03-01,Czechia,CZE,3.65,March,2011,0.0
6645,2011-04-01,Czechia,CZE,9.9,April,2011,0.0
6646,2011-05-01,Czechia,CZE,12.675,May,2011,0.0
6647,2011-06-01,Czechia,CZE,15.48,June,2011,0.0
6648,2011-07-01,Czechia,CZE,14.780000000000001,July,2011,0.0
6649,2011-08-01,Czechia,CZE,16.8,August,2011,0.0
6650,2011-09-01,Czechia,CZE,13.9,September,2011,0.0
6651,2011-10-01,Czechia,CZE,7.15,October,2011,0.0
6652,2011-11-01,Czechia,CZE,2.08,November,2011,0.0
6653,2011-12-01,Czechia,CZE,1.04,December,2011,0.0
6654,2012-01-01,Czechia,CZE,-0.78,January,2012,0.0
6655,2012-02-01,Czechia,CZE,-5.383333333333333,February,2012,0.0
6656,2012-03-01,Czechia,CZE,5.225,March,2012,0.0
6657,2012-04-01,Czechia,CZE,7.040000000000001,April,2012,0.0
6658,2012-05-01,Czechia,CZE,13.4,May,2012,0.0
6659,2012-06-01,Czechia,CZE,15.36,June,2012,0.0
6660,2012-07-01,Czechia,CZE,16.619999999999997,July,2012,0.0
6661,2012-08-01,Czechia,CZE,17.48,August,2012,0.0
6662,2012-09-01,Czechia,CZE,12.379999999999999,September,2012,0.0
6663,2012-10-01,Czechia,CZE,6.375,October,2012,0.0
6664,2012-11-01,Czechia,CZE,2.94,November,2012,0.0
6665,2012-12-01,Czechia,CZE,-1.55,December,2012,0.0
6666,2013-01-01,Czechia,CZE,-2.375,January,2013,0.0
6667,2013-02-01,Czechia,CZE,-2.8,February,2013,0.0
6668,2013-03-01,Czechia,CZE,-2.0,March,2013,0.0
6669,2013-04-01,Czechia,CZE,6.859999999999999,April,2013,0.0
6670,2013-05-01,Czechia,CZE,10.34,May,2013,0.0
6671,2013-06-01,Czechia,CZE,14.625,June,2013,0.0
6672,2013-07-01,Czechia,CZE,18.82,July,2013,0.0
6673,2013-08-01,Czechia,CZE,16.68,August,2013,0.0
6674,2013-09-01,Czechia,CZE,11.08,September,2013,0.0
6675,2013-10-01,Czechia,CZE,7.9,October,2013,0.0
6676,2013-11-01,Czechia,CZE,2.58,November,2013,0.0
6677,2013-12-01,Czechia,CZE,0.33999999999999997,December,2013,0.0
6678,2014-01-01,Czechia,CZE,-0.275,January,2014,0.0
6679,2014-02-01,Czechia,CZE,1.06,February,2014,0.0
6680,2014-03-01,Czechia,CZE,5.725,March,2014,0.0
6681,2014-04-01,Czechia,CZE,9.48,April,2014,0.0
6682,2014-05-01,Czechia,CZE,10.875,May,2014,0.0
6683,2014-06-01,Czechia,CZE,15.325,June,2014,0.0
6684,2014-07-01,Czechia,CZE,18.175,July,2014,0.0
6685,2014-08-01,Czechia,CZE,14.62,August,2014,0.0
6686,2014-09-01,Czechia,CZE,13.35,September,2014,0.0
6687,2014-10-01,Czechia,CZE,9.62,October,2014,0.0
6688,2014-11-01,Czechia,CZE,4.54,November,2014,0.0
6689,2014-12-01,Czechia,CZE,0.6499999999999999,December,2014,0.0
6690,2015-01-01,Czechia,CZE,0.020000000000000018,January,2015,0.0
6691,2015-02-01,Czechia,CZE,-1.58,February,2015,0.0
6692,2015-03-01,Czechia,CZE,3.325,March,2015,0.0
6693,2015-04-01,Czechia,CZE,6.88,April,2015,0.0
6694,2015-05-01,Czechia,CZE,11.425,May,2015,0.0
6695,2015-06-01,Czechia,CZE,14.6,June,2015,0.0
6696,2015-07-01,Czechia,CZE,19.0,July,2015,0.0
6697,2015-08-01,Czechia,CZE,20.18,August,2015,0.0
6698,2015-09-01,Czechia,CZE,11.48,September,2015,0.0
6699,2015-10-01,Czechia,CZE,6.6,October,2015,0.0
6700,2015-11-01,Czechia,CZE,5.18,November,2015,0.0
6701,2015-12-01,Czechia,CZE,3.78,December,2015,0.0
6702,2016-01-01,Czechia,CZE,-1.6,January,2016,0.0
6703,2016-02-01,Czechia,CZE,1.25,February,2016,0.0
6704,2016-03-01,Czechia,CZE,1.975,March,2016,0.0
6705,2016-04-01,Czechia,CZE,6.4799999999999995,April,2016,0.0
6706,2016-05-01,Czechia,CZE,12.14,May,2016,0.0
6707,2016-06-01,Czechia,CZE,15.84,June,2016,0.0
6708,2016-07-01,Czechia,CZE,17.48,July,2016,0.0
6709,2016-08-01,Czechia,CZE,16.380000000000003,August,2016,0.0
6710,2016-09-01,Czechia,CZE,15.540000000000001,September,2016,0.0
6711,2016-10-01,Czechia,CZE,6.540000000000001,October,2016,0.0
6712,2016-11-01,Czechia,CZE,1.56,November,2016,0.0
6713,2016-12-01,Czechia,CZE,-0.7,December,2016,0.0
6714,2017-01-01,Czechia,CZE,-5.859999999999999,January,2017,0.0
6715,2017-02-01,Czechia,CZE,0.9,February,2017,0.0
6716,2017-03-01,Czechia,CZE,5.225,March,2017,0.0
6717,2017-04-01,Czechia,CZE,6.2,April,2017,0.0
6718,2017-05-01,Czechia,CZE,13.133333333333333,May,2017,0.0
6719,2017-06-01,Czechia,CZE,17.14,June,2017,0.0
6720,2017-07-01,Czechia,CZE,17.683333333333334,July,2017,0.0
6721,2017-08-01,Czechia,CZE,17.833333333333332,August,2017,0.0
6722,2017-09-01,Czechia,CZE,10.620000000000001,September,2017,0.0
6723,2017-10-01,Czechia,CZE,9.059999999999999,October,2017,0.0
6724,2017-11-01,Czechia,CZE,2.7199999999999998,November,2017,0.0
6725,2017-12-01,Czechia,CZE,0.0666666666666667,December,2017,0.0
6726,2018-01-01,Czechia,CZE,1.24,January,2018,0.0
6727,2018-02-01,Czechia,CZE,-4.4399999999999995,February,2018,0.0
6728,2018-03-01,Czechia,CZE,-0.050000000000000044,March,2018,0.0
6729,2018-04-01,Czechia,CZE,11.316666666666668,April,2018,0.0
6730,2018-05-01,Czechia,CZE,14.919999999999998,May,2018,0.0
6731,2018-06-01,Czechia,CZE,16.599999999999998,June,2018,0.0
6732,2018-07-01,Czechia,CZE,18.366666666666667,July,2018,0.0
6733,2018-08-01,Czechia,CZE,19.95,August,2018,0.0
6734,2018-09-01,Czechia,CZE,14.311111111111112,September,2018,0.0
6735,2018-10-01,Czechia,CZE,9.370000000000001,October,2018,0.0
6736,2018-11-01,Czechia,CZE,3.4299999999999997,November,2018,0.0
6737,2018-12-01,Czechia,CZE,1.32,December,2018,0.0
6738,2019-01-01,Czechia,CZE,-1.67,January,2019,0.0
6739,2019-02-01,Czechia,CZE,1.8199999999999998,February,2019,0.0
6740,2019-03-01,Czechia,CZE,4.7,March,2019,0.0
6741,2019-04-01,Czechia,CZE,8.940000000000001,April,2019,0.0
6742,2019-05-01,Czechia,CZE,9.84,May,2019,0.0
6743,2019-06-01,Czechia,CZE,20.05,June,2019,0.0
6744,2019-07-01,Czechia,CZE,18.57,July,2019,0.0
6745,2019-08-01,Czechia,CZE,18.240000000000002,August,2019,0.0
6746,2019-09-01,Czechia,CZE,12.89,September,2019,0.0
6747,2019-10-01,Czechia,CZE,9.290000000000001,October,2019,0.0
6748,2019-11-01,Czechia,CZE,4.13,November,2019,0.0
6749,2019-12-01,Czechia,CZE,1.5899999999999999,December,2019,0.0
6750,2020-01-01,Czechia,CZE,0.6199999999999999,January,2020,0.0
6751,2020-02-01,Czechia,CZE,3.2399999999999998,February,2020,0.0
6752,2020-03-01,Czechia,CZE,3.0999999999999996,March,2020,0.0
6753,2020-04-01,Czechia,CZE,9.4,April,2020,0.0
6754,2020-05-01,Czechia,CZE,10.53,May,2020,0.0
6755,2020-06-01,Czechia,CZE,15.62,June,2020,0.0
6756,2020-07-01,Czechia,CZE,17.31,July,2020,0.0
6757,2020-08-01,Czechia,CZE,18.57,August,2020,0.0
6758,2020-09-01,Czechia,CZE,13.89,September,2020,0.0
6759,2020-10-01,Czechia,CZE,8.23,October,2020,0.0
6760,2020-11-01,Czechia,CZE,3.4299999999999997,November,2020,0.0
6761,2020-12-01,Czechia,CZE,0.9100000000000001,December,2020,0.0
6762,2021-01-01,Czechia,CZE,-1.54,January,2021,0.0
6763,2021-02-01,Czechia,CZE,-0.72,February,2021,0.0
6764,2021-03-01,Czechia,CZE,2.625,March,2021,0.0
6765,2021-04-01,Czechia,CZE,4.7299999999999995,April,2021,0.0
6766,2021-05-01,Czechia,CZE,9.39,May,2021,0.0
6767,2021-06-01,Czechia,CZE,18.31,June,2021,0.0
6768,2021-07-01,Czechia,CZE,17.490000000000002,July,2021,0.0
6769,2021-08-01,Czechia,CZE,15.2,August,2021,0.0
6770,2021-09-01,Czechia,CZE,14.16,September,2021,0.0
6771,2021-10-01,Czechia,CZE,7.35,October,2021,0.0
6772,2021-11-01,Czechia,CZE,2.83,November,2021,0.0
6773,2021-12-01,Czechia,CZE,0.28,December,2021,0.0
6774,1990-01-01,Austria,AUT,-1.1,January,1990,0.0
6775,1990-02-01,Austria,AUT,3.9,February,1990,0.0
6776,1990-03-01,Austria,AUT,7.6,March,1990,0.0
6777,1990-04-01,Austria,AUT,7.7,April,1990,0.0
6778,1990-05-01,Austria,AUT,15.3,May,1990,0.0
6779,1990-06-01,Austria,AUT,16.5,June,1990,0.0
6780,1990-07-01,Austria,AUT,18.4,July,1990,0.0
6781,1990-08-01,Austria,AUT,19.4,August,1990,0.0
6782,1990-09-01,Austria,AUT,12.6,September,1990,0.0
6783,1990-10-01,Austria,AUT,9.4,October,1990,0.0
6784,1990-11-01,Austria,AUT,4.5,November,1990,0.0
6785,1990-12-01,Austria,AUT,-0.6,December,1990,0.0
6786,1991-01-01,Austria,AUT,0.4,January,1991,0.0
6787,1991-02-01,Austria,AUT,-3.5,February,1991,0.0
6788,1991-03-01,Austria,AUT,6.1,March,1991,0.0
6789,1991-04-01,Austria,AUT,7.9,April,1991,0.0
6790,1991-05-01,Austria,AUT,10.4,May,1991,0.0
6791,1991-06-01,Austria,AUT,16.1,June,1991,0.0
6792,1991-07-01,Austria,AUT,19.8,July,1991,0.0
6793,1991-08-01,Austria,AUT,19.0,August,1991,0.0
6794,1991-09-01,Austria,AUT,15.5,September,1991,0.0
6795,1991-10-01,Austria,AUT,8.2,October,1991,0.0
6796,1991-11-01,Austria,AUT,2.9,November,1991,0.0
6797,1991-12-01,Austria,AUT,-2.0,December,1991,0.0
6798,1992-01-01,Austria,AUT,0.2,January,1992,0.0
6799,1992-02-01,Austria,AUT,2.0,February,1992,0.0
6800,1992-03-01,Austria,AUT,4.9,March,1992,0.0
6801,1992-04-01,Austria,AUT,8.5,April,1992,0.0
6802,1992-05-01,Austria,AUT,15.3,May,1992,0.0
6803,1992-06-01,Austria,AUT,18.1,June,1992,0.0
6804,1992-07-01,Austria,AUT,20.4,July,1992,0.0
6805,1992-08-01,Austria,AUT,22.5,August,1992,0.0
6806,1992-09-01,Austria,AUT,14.7,September,1992,0.0
6807,1992-10-01,Austria,AUT,8.0,October,1992,0.0
6808,1992-11-01,Austria,AUT,5.4,November,1992,0.0
6809,1992-12-01,Austria,AUT,-0.7,December,1992,0.0
6810,1993-01-01,Austria,AUT,1.5,January,1993,0.0
6811,1993-02-01,Austria,AUT,-2.6,February,1993,0.0
6812,1993-03-01,Austria,AUT,2.8,March,1993,0.0
6813,1993-04-01,Austria,AUT,10.2,April,1993,0.0
6814,1993-05-01,Austria,AUT,16.4,May,1993,0.0
6815,1993-06-01,Austria,AUT,17.4,June,1993,0.0
6816,1993-07-01,Austria,AUT,17.8,July,1993,0.0
6817,1993-08-01,Austria,AUT,18.5,August,1993,0.0
6818,1993-09-01,Austria,AUT,13.5,September,1993,0.0
6819,1993-10-01,Austria,AUT,9.0,October,1993,0.0
6820,1993-11-01,Austria,AUT,1.1,November,1993,0.0
6821,1993-12-01,Austria,AUT,2.4,December,1993,0.0
6822,1994-01-01,Austria,AUT,2.6,January,1994,0.0
6823,1994-02-01,Austria,AUT,0.3,February,1994,0.0
6824,1994-03-01,Austria,AUT,7.7,March,1994,0.0
6825,1994-04-01,Austria,AUT,8.5,April,1994,0.0
6826,1994-05-01,Austria,AUT,14.3,May,1994,0.0
6827,1994-06-01,Austria,AUT,17.9,June,1994,0.0
6828,1994-07-01,Austria,AUT,22.5,July,1994,0.0
6829,1994-08-01,Austria,AUT,20.5,August,1994,0.0
6830,1994-09-01,Austria,AUT,15.3,September,1994,0.0
6831,1994-10-01,Austria,AUT,7.4,October,1994,0.0
6832,1994-11-01,Austria,AUT,7.2,November,1994,0.0
6833,1994-12-01,Austria,AUT,1.8,December,1994,0.0
6834,1995-01-01,Austria,AUT,-1.0,January,1995,0.0
6835,1995-02-01,Austria,AUT,4.7,February,1995,0.0
6836,1995-03-01,Austria,AUT,3.5,March,1995,0.0
6837,1995-04-01,Austria,AUT,9.8,April,1995,0.0
6838,1995-05-01,Austria,AUT,14.1,May,1995,0.0
6839,1995-06-01,Austria,AUT,16.0,June,1995,0.0
6840,1995-07-01,Austria,AUT,21.8,July,1995,0.0
6841,1995-08-01,Austria,AUT,18.2,August,1995,0.0
6842,1995-09-01,Austria,AUT,13.2,September,1995,0.0
6843,1995-10-01,Austria,AUT,11.3,October,1995,0.0
6844,1995-11-01,Austria,AUT,1.8,November,1995,0.0
6845,1995-12-01,Austria,AUT,-1.1,December,1995,0.0
6846,1996-01-01,Austria,AUT,-3.8,January,1996,0.0
6847,1996-02-01,Austria,AUT,-3.4,February,1996,0.0
6848,1996-03-01,Austria,AUT,1.0,March,1996,0.0
6849,1996-04-01,Austria,AUT,8.6,April,1996,0.0
6850,1996-05-01,Austria,AUT,14.2,May,1996,0.0
6851,1996-06-01,Austria,AUT,18.5,June,1996,0.0
6852,1996-07-01,Austria,AUT,17.8,July,1996,0.0
6853,1996-08-01,Austria,AUT,17.6,August,1996,0.0
6854,1996-09-01,Austria,AUT,11.4,September,1996,0.0
6855,1996-10-01,Austria,AUT,9.4,October,1996,0.0
6856,1996-11-01,Austria,AUT,5.1,November,1996,0.0
6857,1996-12-01,Austria,AUT,-3.2,December,1996,0.0
6858,1997-01-01,Austria,AUT,-3.8,January,1997,0.0
6859,1997-02-01,Austria,AUT,2.7,February,1997,0.0
6860,1997-03-01,Austria,AUT,5.6,March,1997,0.0
6861,1997-04-01,Austria,AUT,6.5,April,1997,0.0
6862,1997-05-01,Austria,AUT,14.8,May,1997,0.0
6863,1997-06-01,Austria,AUT,17.6,June,1997,0.0
6864,1997-07-01,Austria,AUT,18.3,July,1997,0.0
6865,1997-08-01,Austria,AUT,19.1,August,1997,0.0
6866,1997-09-01,Austria,AUT,14.4,September,1997,0.0
6867,1997-10-01,Austria,AUT,7.8,October,1997,0.0
6868,1997-11-01,Austria,AUT,3.6,November,1997,0.0
6869,1997-12-01,Austria,AUT,1.5,December,1997,0.0
6870,1998-01-01,Austria,AUT,0.7,January,1998,0.0
6871,1998-02-01,Austria,AUT,3.2,February,1998,0.0
6872,1998-03-01,Austria,AUT,4.7,March,1998,0.0
6873,1998-04-01,Austria,AUT,10.1,April,1998,0.0
6874,1998-05-01,Austria,AUT,15.3,May,1998,0.0
6875,1998-06-01,Austria,AUT,18.6,June,1998,0.0
6876,1998-07-01,Austria,AUT,19.1,July,1998,0.0
6877,1998-08-01,Austria,AUT,19.0,August,1998,0.0
6878,1998-09-01,Austria,AUT,13.7,September,1998,0.0
6879,1998-10-01,Austria,AUT,10.2,October,1998,0.0
6880,1998-11-01,Austria,AUT,1.7,November,1998,0.0
6881,1998-12-01,Austria,AUT,-1.3,December,1998,0.0
6882,1999-01-01,Austria,AUT,0.4,January,1999,0.0
6883,1999-02-01,Austria,AUT,-0.6,February,1999,0.0
6884,1999-03-01,Austria,AUT,5.7,March,1999,0.0
6885,1999-04-01,Austria,AUT,9.7,April,1999,0.0
6886,1999-05-01,Austria,AUT,15.2,May,1999,0.0
6887,1999-06-01,Austria,AUT,17.3,June,1999,0.0
6888,1999-07-01,Austria,AUT,19.7,July,1999,0.0
6889,1999-08-01,Austria,AUT,18.6,August,1999,0.0
6890,1999-09-01,Austria,AUT,16.8,September,1999,0.0
6891,1999-10-01,Austria,AUT,9.6,October,1999,0.0
6892,1999-11-01,Austria,AUT,2.6,November,1999,0.0
6893,1999-12-01,Austria,AUT,0.8,December,1999,0.0
6894,2000-01-01,Austria,AUT,-1.9,January,2000,0.0
6895,2000-02-01,Austria,AUT,3.9,February,2000,0.0
6896,2000-03-01,Austria,AUT,5.7,March,2000,0.0
6897,2000-04-01,Austria,AUT,11.6,April,2000,0.0
6898,2000-05-01,Austria,AUT,16.3,May,2000,0.0
6899,2000-06-01,Austria,AUT,19.4,June,2000,0.0
6900,2000-07-01,Austria,AUT,17.5,July,2000,0.0
6901,2000-08-01,Austria,AUT,20.0,August,2000,0.0
6902,2000-09-01,Austria,AUT,14.2,September,2000,0.0
6903,2000-10-01,Austria,AUT,11.4,October,2000,0.0
6904,2000-11-01,Austria,AUT,5.5,November,2000,0.0
6905,2000-12-01,Austria,AUT,1.4,December,2000,0.0
6906,2001-01-01,Austria,AUT,-1.7,January,2001,0.0
6907,2001-02-01,Austria,AUT,1.7,February,2001,0.0
6908,2001-03-01,Austria,AUT,6.4,March,2001,0.0
6909,2001-04-01,Austria,AUT,8.1,April,2001,0.0
6910,2001-05-01,Austria,AUT,16.8,May,2001,0.0
6911,2001-06-01,Austria,AUT,16.1,June,2001,0.0
6912,2001-07-01,Austria,AUT,19.8,July,2001,0.0
6913,2001-08-01,Austria,AUT,20.0,August,2001,0.0
6914,2001-09-01,Austria,AUT,11.9,September,2001,0.0
6915,2001-10-01,Austria,AUT,12.4,October,2001,0.0
6916,2001-11-01,Austria,AUT,3.1,November,2001,0.0
6917,2001-12-01,Austria,AUT,-2.2,December,2001,0.0
6918,2002-01-01,Austria,AUT,-0.6,January,2002,0.0
6919,2002-02-01,Austria,AUT,5.0,February,2002,0.0
6920,2002-03-01,Austria,AUT,6.0,March,2002,0.0
6921,2002-04-01,Austria,AUT,8.6,April,2002,0.0
6922,2002-05-01,Austria,AUT,15.7,May,2002,0.0
6923,2002-06-01,Austria,AUT,19.2,June,2002,0.0
6924,2002-07-01,Austria,AUT,19.4,July,2002,0.0
6925,2002-08-01,Austria,AUT,18.7,August,2002,0.0
6926,2002-09-01,Austria,AUT,13.3,September,2002,0.0
6927,2002-10-01,Austria,AUT,8.5,October,2002,0.0
6928,2002-11-01,Austria,AUT,5.8,November,2002,0.0
6929,2002-12-01,Austria,AUT,-0.5,December,2002,0.0
6930,2003-01-01,Austria,AUT,-1.6,January,2003,1.0
6931,2003-02-01,Austria,AUT,-3.8,February,2003,1.0
6932,2003-03-01,Austria,AUT,5.5,March,2003,1.0
6933,2003-04-01,Austria,AUT,9.0,April,2003,1.0
6934,2003-05-01,Austria,AUT,16.2,May,2003,1.0
6935,2003-06-01,Austria,AUT,21.2,June,2003,1.0
6936,2003-07-01,Austria,AUT,19.7,July,2003,1.0
6937,2003-08-01,Austria,AUT,22.0,August,2003,1.0
6938,2003-09-01,Austria,AUT,14.4,September,2003,1.0
6939,2003-10-01,Austria,AUT,6.0,October,2003,1.0
6940,2003-11-01,Austria,AUT,5.0,November,2003,1.0
6941,2003-12-01,Austria,AUT,-0.4,December,2003,1.0
6942,2004-01-01,Austria,AUT,-1.6,January,2004,0.0
6943,2004-02-01,Austria,AUT,2.1,February,2004,0.0
6944,2004-03-01,Austria,AUT,3.3,March,2004,0.0
6945,2004-04-01,Austria,AUT,10.2,April,2004,0.0
6946,2004-05-01,Austria,AUT,12.9,May,2004,0.0
6947,2004-06-01,Austria,AUT,16.5,June,2004,0.0
6948,2004-07-01,Austria,AUT,18.6,July,2004,0.0
6949,2004-08-01,Austria,AUT,19.2,August,2004,0.0
6950,2004-09-01,Austria,AUT,14.3,September,2004,0.0
6951,2004-10-01,Austria,AUT,10.1,October,2004,0.0
6952,2004-11-01,Austria,AUT,4.5,November,2004,0.0
6953,2004-12-01,Austria,AUT,-0.3,December,2004,0.0
6954,2005-01-01,Austria,AUT,0.2,January,2005,0.0
6955,2005-02-01,Austria,AUT,-2.3,February,2005,0.0
6956,2005-03-01,Austria,AUT,3.0,March,2005,0.0
6957,2005-04-01,Austria,AUT,9.8,April,2005,0.0
6958,2005-05-01,Austria,AUT,14.5,May,2005,0.0
6959,2005-06-01,Austria,AUT,18.0,June,2005,0.0
6960,2005-07-01,Austria,AUT,19.0,July,2005,0.0
6961,2005-08-01,Austria,AUT,16.8,August,2005,0.0
6962,2005-09-01,Austria,AUT,15.6,September,2005,0.0
6963,2005-10-01,Austria,AUT,9.8,October,2005,0.0
6964,2005-11-01,Austria,AUT,2.4,November,2005,0.0
6965,2005-12-01,Austria,AUT,-0.9,December,2005,0.0
6966,2006-01-01,Austria,AUT,-5.3,January,2006,0.0
6967,2006-02-01,Austria,AUT,-1.8,February,2006,0.0
6968,2006-03-01,Austria,AUT,1.9,March,2006,0.0
6969,2006-04-01,Austria,AUT,9.9,April,2006,0.0
6970,2006-05-01,Austria,AUT,13.8,May,2006,0.0
6971,2006-06-01,Austria,AUT,17.4,June,2006,0.0
6972,2006-07-01,Austria,AUT,22.1,July,2006,0.0
6973,2006-08-01,Austria,AUT,16.1,August,2006,0.0
6974,2006-09-01,Austria,AUT,16.799999999999997,September,2006,0.0
6975,2006-10-01,Austria,AUT,11.1,October,2006,0.0
6976,2006-11-01,Austria,AUT,5.8,November,2006,0.0
6977,2006-12-01,Austria,AUT,1.5,December,2006,0.0
6978,2007-01-01,Austria,AUT,4.8,January,2007,1.0
6979,2007-02-01,Austria,AUT,4.6,February,2007,1.0
6980,2007-03-01,Austria,AUT,6.4,March,2007,1.0
6981,2007-04-01,Austria,AUT,12.7,April,2007,1.0
6982,2007-05-01,Austria,AUT,15.5,May,2007,1.0
6983,2007-06-01,Austria,AUT,19.6,June,2007,1.0
6984,2007-07-01,Austria,AUT,19.7,July,2007,1.0
6985,2007-08-01,Austria,AUT,18.0,August,2007,1.0
6986,2007-09-01,Austria,AUT,12.6,September,2007,1.0
6987,2007-10-01,Austria,AUT,8.2,October,2007,1.0
6988,2007-11-01,Austria,AUT,2.4,November,2007,1.0
6989,2007-12-01,Austria,AUT,-0.5,December,2007,1.0
6990,2008-01-01,Austria,AUT,1.6,January,2008,0.0
6991,2008-02-01,Austria,AUT,3.4,February,2008,0.0
6992,2008-03-01,Austria,AUT,5.1,March,2008,0.0
6993,2008-04-01,Austria,AUT,8.8,April,2008,0.0
6994,2008-05-01,Austria,AUT,15.25,May,2008,0.0
6995,2008-06-01,Austria,AUT,19.1,June,2008,0.0
6996,2008-07-01,Austria,AUT,18.75,July,2008,0.0
6997,2008-08-01,Austria,AUT,18.85,August,2008,0.0
6998,2008-09-01,Austria,AUT,13.0,September,2008,0.0
6999,2008-10-01,Austria,AUT,9.6,October,2008,0.0
7000,2008-11-01,Austria,AUT,5.5,November,2008,0.0
7001,2008-12-01,Austria,AUT,2.2,December,2008,0.0
7002,2009-01-01,Austria,AUT,-1.95,January,2009,0.0
7003,2009-02-01,Austria,AUT,0.15000000000000002,February,2009,0.0
7004,2009-03-01,Austria,AUT,4.3,March,2009,0.0
7005,2009-04-01,Austria,AUT,13.55,April,2009,0.0
7006,2009-05-01,Austria,AUT,15.1,May,2009,0.0
7007,2009-06-01,Austria,AUT,16.7,June,2009,0.0
7008,2009-07-01,Austria,AUT,19.549999999999997,July,2009,0.0
7009,2009-08-01,Austria,AUT,19.7,August,2009,0.0
7010,2009-09-01,Austria,AUT,15.8,September,2009,0.0
7011,2009-10-01,Austria,AUT,8.850000000000001,October,2009,0.0
7012,2009-11-01,Austria,AUT,6.2,November,2009,0.0
7013,2009-12-01,Austria,AUT,0.05,December,2009,0.0
7014,2010-01-01,Austria,AUT,-1.9500000000000002,January,2010,0.0
7015,2010-02-01,Austria,AUT,-0.6,February,2010,0.0
7016,2010-03-01,Austria,AUT,3.9,March,2010,0.0
7017,2010-04-01,Austria,AUT,10.0,April,2010,0.0
7018,2010-05-01,Austria,AUT,13.1,May,2010,0.0
7019,2010-06-01,Austria,AUT,17.5,June,2010,0.0
7020,2010-07-01,Austria,AUT,20.7,July,2010,0.0
7021,2010-08-01,Austria,AUT,18.3,August,2010,0.0
7022,2010-09-01,Austria,AUT,13.2,September,2010,0.0
7023,2010-10-01,Austria,AUT,7.3,October,2010,0.0
7024,2010-11-01,Austria,AUT,6.3,November,2010,0.0
7025,2010-12-01,Austria,AUT,-1.2999999999999998,December,2010,0.0
7026,2011-01-01,Austria,AUT,0.6,January,2011,0.0
7027,2011-02-01,Austria,AUT,0.4,February,2011,0.0
7028,2011-03-01,Austria,AUT,6.0,March,2011,0.0
7029,2011-04-01,Austria,AUT,12.399999999999999,April,2011,0.0
7030,2011-05-01,Austria,AUT,15.1,May,2011,0.0
7031,2011-06-01,Austria,AUT,18.1,June,2011,0.0
7032,2011-07-01,Austria,AUT,17.8,July,2011,0.0
7033,2011-08-01,Austria,AUT,19.9,August,2011,0.0
7034,2011-09-01,Austria,AUT,15.7,September,2011,0.0
